shipment_id,created_date,shipped_date,delivered_date,sender_country,origin_center,destination_region,weight_grams,shipment_type,delivery_status,delay_reason,distance_km,return_reason,customer_rating,is_holiday_season
1000,2024-10-30,2024-10-31,2024-11-04,LT,Siauliai,Kaunas,793,Express,Delayed,High volume,135,,4,False
1001,2024-01-09,2024-01-09,2024-01-12,LT,Siauliai,Siauliai,953,EMS,Delivered,None,40,,1,False
1002,2024-12-17,2024-12-19,2024-12-26,LT,Klaipeda,Vilnius,1943,Standard,Delayed,Weather,305,,1,True
1003,2024-06-17,2024-06-18,2024-06-20,LT,Panevezys,Kaunas,890,Standard,Delivered,None,118,,2,False
1004,2024-07-17,2024-07-19,2024-07-20,LT,Klaipeda,Vilnius,1229,EMS,Delivered,None,301,,1,False
1005,2024-11-09,2024-11-09,,LT,Kaunas,Panevezys,1414,EMS,Returned,High volume,53,Address incorrect,4,True
1006,2024-11-29,2024-11-29,2024-11-30,LT,Kaunas,Siauliai,694,EMS,Delivered,None,293,,5,True
1007,2024-11-25,2024-11-25,2024-11-28,LT,Siauliai,Vilnius,244,Express,Delayed,High volume,170,,2,True
1008,2024-09-11,2024-09-13,2024-09-16,LT,Kaunas,Siauliai,1852,EMS,Delivered,None,209,,5,False
1009,2024-11-26,2024-11-27,2024-11-28,LT,Siauliai,Panevezys,311,Standard,Delivered,None,303,,1,True
1010,2024-09-02,2024-09-03,2024-09-10,LT,Panevezys,Panevezys,4945,Express,Delayed,Weather,124,,2,False
1011,2024-02-03,2024-02-04,2024-02-07,LT,Vilnius,Panevezys,1728,Standard,Delivered,None,337,,1,False
1012,2024-07-05,2024-07-07,2024-07-08,LT,Klaipeda,Siauliai,617,Standard,Delivered,None,263,,3,False
1013,2024-03-14,2024-03-15,2024-03-18,LT,Siauliai,Panevezys,4972,Express,Delivered,None,109,,1,False
1014,2024-10-27,2024-10-29,,LT,Kaunas,Vilnius,1903,Registered,Lost,High volume,284,,1,False
1015,2024-09-08,2024-09-10,2024-09-13,LT,Siauliai,Vilnius,4784,Express,Delivered,None,213,,5,False
1016,2024-01-05,2024-01-06,2024-01-10,LT,Kaunas,Kaunas,2205,Registered,Delivered,None,194,,2,False
1017,2024-02-29,2024-03-01,2024-03-02,LT,Vilnius,Panevezys,306,Standard,Delivered,None,49,,2,False
1018,2024-06-22,2024-06-23,2024-06-27,LT,Kaunas,Vilnius,1226,Standard,Delivered,None,203,,5,False
1019,2024-11-17,2024-11-17,2024-11-19,LT,Siauliai,Vilnius,4718,Express,Delivered,None,108,,5,True
1020,2024-03-13,2024-03-14,2024-03-18,LT,Vilnius,Panevezys,2723,Standard,Delivered,None,56,,1,False
1021,2024-01-01,2024-01-02,2024-01-05,LT,Vilnius,Siauliai,1857,EMS,Delivered,None,243,,2,False
1022,2024-08-14,2024-08-14,2024-08-18,LT,Kaunas,Kaunas,1995,Express,Delivered,None,276,,1,False
1023,2024-03-30,2024-03-30,,LT,Kaunas,Vilnius,2232,Registered,Returned,Weather,323,Address incorrect,1,False
1024,2024-12-07,2024-12-09,2024-12-13,LT,Kaunas,Vilnius,1550,EMS,Delivered,None,278,,1,True
1025,2024-06-25,2024-06-27,2024-06-30,LT,Panevezys,Kaunas,4228,Express,Delivered,None,293,,2,False
1026,2024-07-11,2024-07-13,2024-07-17,LT,Vilnius,Panevezys,4841,Standard,Delivered,None,29,,3,False
1027,2024-06-20,2024-06-22,2024-06-28,LT,Klaipeda,Vilnius,1061,EMS,Delayed,Sorting issue,157,,5,False
1028,2024-12-29,2024-12-31,2025-01-02,LT,Kaunas,Kaunas,2346,Registered,Delivered,None,112,,5,True
1029,2024-01-16,2024-01-17,2024-01-20,LT,Kaunas,Siauliai,2586,Registered,Delivered,None,81,,1,False
1030,2024-07-15,2024-07-15,2024-07-19,LT,Panevezys,Vilnius,413,EMS,Delivered,None,111,,4,False
1031,2024-04-22,2024-04-23,2024-04-25,LT,Panevezys,Panevezys,829,EMS,Delivered,None,129,,4,False
1032,2024-03-15,2024-03-16,2024-03-19,LT,Vilnius,Klaipeda,3158,Express,Delivered,None,335,,2,False
1033,2024-06-02,2024-06-03,2024-06-12,LT,Klaipeda,Vilnius,2040,Registered,Delayed,Weather,113,,3,False
1034,2024-12-12,2024-12-12,2024-12-19,LT,Klaipeda,Vilnius,3315,Standard,Delayed,Weather,205,,2,True
1035,2024-01-04,2024-01-04,2024-01-05,LT,Panevezys,Kaunas,2535,Express,Delivered,None,63,,5,False
1036,2024-11-29,2024-11-29,2024-12-02,LT,Panevezys,Vilnius,1086,EMS,Delivered,None,80,,1,True
1037,2024-11-16,2024-11-17,2024-11-19,LT,Kaunas,Panevezys,4478,Express,Delivered,None,330,,3,True
1038,2024-11-10,2024-11-12,2024-11-16,LT,Vilnius,Panevezys,1643,Registered,Delivered,None,164,,1,True
1039,2024-01-08,2024-01-08,2024-01-09,LT,Vilnius,Panevezys,3622,Standard,Delivered,None,125,,5,False
1040,2024-10-30,2024-11-01,2024-11-02,LT,Klaipeda,Panevezys,755,Standard,Delivered,None,24,,1,False
1041,2024-10-31,2024-11-01,2024-11-02,LT,Vilnius,Kaunas,232,Standard,Delivered,None,340,,2,False
1042,2024-03-01,2024-03-03,2024-03-07,LT,Kaunas,Vilnius,2117,Standard,Delivered,None,7,,3,False
1043,2024-03-29,2024-03-30,2024-04-01,LT,Panevezys,Vilnius,4221,Registered,Delivered,None,198,,4,False
1044,2024-06-08,2024-06-10,2024-06-16,LT,Klaipeda,Panevezys,1728,Standard,Delayed,High volume,5,,4,False
1045,2024-11-27,2024-11-29,2024-12-01,LT,Kaunas,Siauliai,3157,EMS,Delivered,None,85,,2,True
1046,2024-11-14,2024-11-14,2024-11-18,LT,Vilnius,Siauliai,1909,Registered,Delivered,None,172,,2,True
1047,2024-06-17,2024-06-18,,LT,Klaipeda,Panevezys,2972,Registered,Returned,High volume,305,Damaged,4,False
1048,2024-05-15,2024-05-15,2024-05-19,LT,Klaipeda,Vilnius,2446,Standard,Delivered,None,13,,5,False
1049,2024-06-28,2024-06-28,2024-07-06,LT,Vilnius,Panevezys,339,Express,Delayed,Sorting issue,348,,3,False
1050,2024-06-03,2024-06-05,2024-06-07,LT,Siauliai,Kaunas,811,Express,Delivered,None,230,,4,False
1051,2024-09-01,2024-09-02,2024-09-05,LT,Panevezys,Panevezys,4158,EMS,Delivered,None,103,,4,False
1052,2024-01-06,2024-01-07,2024-01-15,LT,Klaipeda,Vilnius,1423,EMS,Delayed,High volume,30,,3,False
1053,2024-08-03,2024-08-05,2024-08-08,LT,Klaipeda,Vilnius,988,EMS,Delivered,None,335,,4,False
1054,2024-09-10,2024-09-12,2024-09-18,LT,Klaipeda,Siauliai,372,EMS,Delayed,Address error,107,,4,False
1055,2024-06-12,2024-06-14,2024-06-15,LT,Siauliai,Siauliai,1939,Express,Delivered,None,175,,4,False
1056,2024-10-09,2024-10-11,2024-10-15,LT,Kaunas,Kaunas,601,Express,Delivered,None,284,,1,False
1057,2024-07-15,2024-07-17,2024-07-20,LT,Panevezys,Klaipeda,4730,Registered,Delivered,None,59,,4,False
1058,2024-12-25,2024-12-27,2024-12-28,LT,Kaunas,Klaipeda,2971,Standard,Delivered,None,196,,2,True
1059,2024-06-12,2024-06-13,2024-06-15,LT,Panevezys,Vilnius,4051,EMS,Delivered,None,44,,4,False
1060,2024-02-11,2024-02-11,2024-02-15,LT,Kaunas,Klaipeda,4217,Standard,Delivered,None,337,,2,False
1061,2024-11-24,2024-11-26,2024-11-27,LT,Siauliai,Siauliai,821,Express,Delivered,None,312,,4,True
1062,2024-12-20,2024-12-20,2024-12-24,LT,Panevezys,Klaipeda,1471,Express,Delayed,Address error,293,,4,True
1063,2024-05-02,2024-05-04,2024-05-06,LT,Klaipeda,Siauliai,4466,Standard,Delivered,None,132,,2,False
1064,2024-12-23,2024-12-23,2024-12-26,LT,Panevezys,Panevezys,4231,Standard,Delivered,None,35,,3,True
1065,2024-06-20,2024-06-20,2024-06-21,LT,Vilnius,Kaunas,1012,Standard,Delivered,None,239,,4,False
1066,2024-07-26,2024-07-28,2024-07-31,LT,Vilnius,Vilnius,2522,Standard,Delivered,None,342,,1,False
1067,2024-01-25,2024-01-27,,LT,Panevezys,Siauliai,2016,EMS,Returned,Address error,316,Damaged,1,False
1068,2024-10-07,2024-10-08,2024-10-15,LT,Klaipeda,Kaunas,200,Standard,Delayed,High volume,123,,5,False
1069,2024-05-21,2024-05-21,2024-05-26,LT,Panevezys,Vilnius,4306,Standard,Delayed,Weather,87,,3,False
1070,2024-11-06,2024-11-08,2024-11-12,LT,Vilnius,Kaunas,3040,EMS,Delivered,None,7,,1,True
1071,2024-02-26,2024-02-26,2024-03-01,LT,Panevezys,Vilnius,1694,Registered,Delivered,None,44,,1,False
1072,2024-03-15,2024-03-15,2024-03-24,LT,Kaunas,Vilnius,3743,Express,Delayed,High volume,177,,1,False
1073,2024-03-20,2024-03-22,2024-03-29,LT,Klaipeda,Siauliai,1081,Registered,Delayed,High volume,191,,4,False
1074,2024-12-13,2024-12-15,2024-12-19,LT,Siauliai,Vilnius,3271,Registered,Delivered,None,107,,2,True
1075,2024-12-08,2024-12-08,2024-12-12,LT,Kaunas,Panevezys,2471,Express,Delayed,High volume,163,,1,True
1076,2024-09-13,2024-09-15,2024-09-23,LT,Klaipeda,Siauliai,2694,Registered,Delayed,Weather,331,,2,False
1077,2024-05-13,2024-05-15,2024-05-16,LT,Vilnius,Vilnius,974,Standard,Delivered,None,184,,2,False
1078,2024-10-28,2024-10-30,2024-11-01,LT,Siauliai,Siauliai,1873,Standard,Delivered,None,201,,2,False
1079,2024-08-31,2024-09-02,2024-09-05,LT,Vilnius,Panevezys,1049,Registered,Delivered,None,285,,3,False
1080,2024-04-25,2024-04-26,2024-04-29,LT,Klaipeda,Klaipeda,407,Standard,Delivered,None,26,,3,False
1081,2024-07-24,2024-07-24,2024-07-26,LT,Siauliai,Klaipeda,746,Registered,Delivered,None,329,,2,False
1082,2024-09-29,2024-09-29,2024-10-04,LT,Panevezys,Kaunas,4276,Registered,Delayed,Sorting issue,202,,3,False
1083,2024-08-19,2024-08-20,2024-08-27,LT,Vilnius,Klaipeda,4254,Standard,Delayed,Weather,288,,2,False
1084,2024-04-27,2024-04-27,2024-04-30,LT,Panevezys,Panevezys,3748,Express,Delivered,None,58,,1,False
1085,2024-06-02,2024-06-03,2024-06-11,LT,Panevezys,Klaipeda,1463,Registered,Delayed,High volume,128,,1,False
1086,2024-04-18,2024-04-20,,LT,Panevezys,Kaunas,3045,Registered,Lost,Weather,291,,5,False
1087,2024-08-11,2024-08-11,2024-08-15,LT,Klaipeda,Vilnius,3515,Standard,Delivered,None,130,,1,False
1088,2024-08-03,2024-08-03,2024-08-06,LT,Siauliai,Panevezys,4294,EMS,Delivered,None,347,,4,False
1089,2024-03-13,2024-03-14,2024-03-18,LT,Kaunas,Panevezys,2145,Express,Delivered,None,249,,3,False
1090,2024-09-15,2024-09-15,2024-09-19,LT,Kaunas,Siauliai,1371,Express,Delayed,High volume,182,,1,False
1091,2024-09-11,2024-09-13,2024-09-17,LT,Siauliai,Siauliai,2622,Registered,Delivered,None,258,,5,False
1092,2024-10-15,2024-10-16,2024-10-17,LT,Kaunas,Kaunas,1528,Standard,Delivered,None,27,,5,False
1093,2024-08-07,2024-08-07,2024-08-11,LT,Panevezys,Kaunas,4269,Express,Delivered,None,285,,2,False
1094,2024-09-10,2024-09-12,2024-09-16,LT,Vilnius,Vilnius,1653,Standard,Delivered,None,213,,3,False
1095,2024-06-20,2024-06-20,2024-06-24,LT,Panevezys,Klaipeda,1629,Registered,Delivered,None,344,,4,False
1096,2024-08-15,2024-08-17,2024-08-18,LT,Vilnius,Vilnius,4898,Registered,Delivered,None,32,,3,False
1097,2024-11-09,2024-11-11,2024-11-14,LT,Panevezys,Klaipeda,3469,EMS,Delivered,None,334,,5,True
1098,2024-02-14,2024-02-14,2024-02-16,LT,Klaipeda,Vilnius,1071,Standard,Delivered,None,259,,4,False
1099,2024-11-21,2024-11-21,2024-11-24,LT,Kaunas,Panevezys,3476,Registered,Delivered,None,212,,5,True
1100,2024-05-20,2024-05-20,2024-05-21,LT,Siauliai,Siauliai,1405,EMS,Delivered,None,122,,2,False
1101,2024-05-27,2024-05-28,2024-05-30,LT,Klaipeda,Panevezys,3182,Standard,Delivered,None,110,,1,False
1102,2024-12-29,2024-12-31,2025-01-04,LT,Siauliai,Klaipeda,2040,Registered,Delivered,None,324,,1,True
1103,2024-07-12,2024-07-13,2024-07-17,LT,Vilnius,Vilnius,525,Registered,Delivered,None,20,,1,False
1104,2024-02-11,2024-02-11,2024-02-15,LT,Kaunas,Kaunas,2894,Registered,Delivered,None,66,,2,False
1105,2024-09-30,2024-10-01,2024-10-05,LT,Vilnius,Kaunas,3658,EMS,Delivered,None,96,,5,False
1106,2024-03-11,2024-03-12,2024-03-14,LT,Klaipeda,Kaunas,3267,EMS,Delivered,None,134,,3,False
1107,2024-03-31,2024-04-02,2024-04-04,LT,Siauliai,Kaunas,4282,Express,Delivered,None,32,,2,False
1108,2024-08-11,2024-08-12,2024-08-14,LT,Vilnius,Siauliai,2782,Express,Delivered,None,170,,5,False
1109,2024-11-27,2024-11-29,2024-12-03,LT,Klaipeda,Kaunas,3127,EMS,Delivered,None,31,,5,True
1110,2024-04-19,2024-04-20,2024-04-22,LT,Siauliai,Siauliai,495,Registered,Delivered,None,47,,5,False
1111,2024-07-14,2024-07-15,2024-07-16,LT,Siauliai,Vilnius,553,EMS,Delivered,None,310,,4,False
1112,2024-05-02,2024-05-04,2024-05-06,LT,Vilnius,Siauliai,4590,Registered,Delivered,None,55,,4,False
1113,2024-08-30,2024-09-01,2024-09-05,LT,Siauliai,Panevezys,2803,Standard,Delivered,None,136,,2,False
1114,2024-05-26,2024-05-26,2024-05-29,LT,Klaipeda,Kaunas,1847,Standard,Delivered,None,202,,3,False
1115,2024-05-06,2024-05-06,,LT,Panevezys,Kaunas,1254,Standard,Returned,Sorting issue,39,Recipient unavailable,3,False
1116,2024-08-25,2024-08-25,2024-08-26,LT,Vilnius,Vilnius,682,Standard,Delivered,None,327,,4,False
1117,2024-09-20,2024-09-20,2024-09-28,LT,Klaipeda,Siauliai,940,Standard,Delayed,High volume,209,,2,False
1118,2024-12-08,2024-12-10,2024-12-12,LT,Panevezys,Siauliai,991,Registered,Delivered,None,279,,3,True
1119,2024-07-04,2024-07-04,2024-07-07,LT,Kaunas,Vilnius,1303,Standard,Delivered,None,304,,1,False
1120,2024-07-09,2024-07-10,2024-07-14,LT,Kaunas,Vilnius,1224,EMS,Delivered,None,285,,1,False
1121,2024-11-16,2024-11-18,2024-11-22,LT,Klaipeda,Vilnius,4102,Express,Delivered,None,134,,2,True
1122,2024-09-06,2024-09-07,2024-09-09,LT,Panevezys,Kaunas,2434,EMS,Delivered,None,203,,2,False
1123,2024-05-26,2024-05-28,2024-05-30,LT,Kaunas,Klaipeda,4011,EMS,Delivered,None,79,,1,False
1124,2024-01-04,2024-01-05,2024-01-06,LT,Kaunas,Vilnius,916,EMS,Delivered,None,222,,5,False
1125,2024-04-09,2024-04-10,2024-04-11,LT,Siauliai,Panevezys,3897,Registered,Delivered,None,153,,3,False
1126,2024-12-01,2024-12-02,2024-12-04,LT,Klaipeda,Klaipeda,4514,Standard,Delivered,None,45,,1,True
1127,2024-12-22,2024-12-24,2024-12-26,LT,Vilnius,Siauliai,3191,Express,Delivered,None,211,,4,True
1128,2024-05-06,2024-05-06,2024-05-09,LT,Siauliai,Siauliai,4622,Standard,Delayed,Weather,16,,5,False
1129,2024-06-13,2024-06-14,2024-06-20,LT,Siauliai,Kaunas,1055,Express,Delayed,Sorting issue,150,,1,False
1130,2024-12-15,2024-12-15,2024-12-17,LT,Panevezys,Kaunas,2993,Registered,Delivered,None,244,,2,True
1131,2024-01-20,2024-01-21,2024-01-23,LT,Panevezys,Klaipeda,1437,Standard,Delivered,None,274,,4,False
1132,2024-06-26,2024-06-26,2024-06-30,LT,Panevezys,Kaunas,2195,Express,Delivered,None,349,,2,False
1133,2024-02-01,2024-02-01,2024-02-02,LT,Vilnius,Vilnius,201,EMS,Delivered,None,184,,5,False
1134,2024-08-08,2024-08-08,2024-08-12,LT,Kaunas,Klaipeda,2571,Standard,Delayed,Weather,116,,2,False
1135,2024-02-27,2024-02-27,2024-03-02,LT,Panevezys,Kaunas,3555,Express,Delivered,None,291,,2,False
1136,2024-08-26,2024-08-28,2024-08-29,LT,Panevezys,Kaunas,1623,Standard,Delivered,None,207,,5,False
1137,2024-02-19,2024-02-21,2024-02-25,LT,Kaunas,Vilnius,2294,Standard,Delayed,Address error,64,,1,False
1138,2024-07-15,2024-07-15,2024-07-19,LT,Siauliai,Vilnius,115,Standard,Delivered,None,67,,4,False
1139,2024-10-07,2024-10-08,2024-10-11,LT,Panevezys,Siauliai,3724,Express,Delivered,None,185,,3,False
1140,2024-06-15,2024-06-15,,LT,Panevezys,Vilnius,3167,Standard,Lost,Address error,256,,3,False
1141,2024-10-24,2024-10-25,2024-10-27,LT,Panevezys,Klaipeda,921,Standard,Delivered,None,335,,1,False
1142,2024-12-15,2024-12-16,2024-12-19,LT,Kaunas,Panevezys,1651,EMS,Delivered,None,311,,1,True
1143,2024-09-09,2024-09-09,2024-09-11,LT,Siauliai,Kaunas,2277,Express,Delivered,None,103,,3,False
1144,2024-04-10,2024-04-12,2024-04-15,LT,Siauliai,Kaunas,129,Standard,Delivered,None,298,,4,False
1145,2024-04-17,2024-04-17,2024-04-18,LT,Kaunas,Siauliai,2431,Express,Delivered,None,42,,2,False
1146,2024-10-08,2024-10-09,2024-10-13,LT,Panevezys,Siauliai,1943,EMS,Delivered,None,157,,4,False
1147,2024-08-25,2024-08-27,2024-08-30,LT,Vilnius,Panevezys,2164,Registered,Delivered,None,210,,1,False
1148,2024-03-03,2024-03-04,2024-03-08,LT,Panevezys,Vilnius,2798,EMS,Delivered,None,278,,3,False
1149,2024-07-06,2024-07-07,2024-07-09,LT,Vilnius,Siauliai,1470,Registered,Delivered,None,109,,5,False
1150,2024-07-24,2024-07-24,2024-07-28,LT,Siauliai,Panevezys,3459,Standard,Delivered,None,198,,4,False
1151,2024-01-01,2024-01-03,2024-01-04,LT,Siauliai,Panevezys,2363,EMS,Delivered,None,11,,4,False
1152,2024-12-17,2024-12-18,2024-12-22,LT,Panevezys,Klaipeda,2694,Standard,Delivered,None,87,,3,True
1153,2024-10-12,2024-10-13,,LT,Kaunas,Kaunas,289,Standard,Lost,High volume,198,,1,False
1154,2024-03-26,2024-03-27,2024-03-29,LT,Klaipeda,Vilnius,3001,Standard,Delivered,None,219,,5,False
1155,2024-04-06,2024-04-07,2024-04-11,LT,Vilnius,Klaipeda,4968,Express,Delivered,None,333,,5,False
1156,2024-01-30,2024-01-30,2024-02-03,LT,Kaunas,Siauliai,2135,Registered,Delivered,None,265,,4,False
1157,2024-10-25,2024-10-25,2024-10-29,LT,Klaipeda,Vilnius,1354,Express,Delivered,None,346,,3,False
1158,2024-02-08,2024-02-10,,LT,Kaunas,Siauliai,2562,Express,Returned,Sorting issue,75,Damaged,5,False
1159,2024-10-15,2024-10-16,2024-10-17,LT,Siauliai,Siauliai,4745,EMS,Delivered,None,81,,2,False
1160,2024-06-04,2024-06-04,2024-06-11,LT,Panevezys,Siauliai,2015,EMS,Delayed,Sorting issue,192,,4,False
1161,2024-04-10,2024-04-10,2024-04-12,LT,Siauliai,Siauliai,4280,EMS,Delivered,None,39,,5,False
1162,2024-11-30,2024-12-02,2024-12-05,LT,Panevezys,Klaipeda,3148,Standard,Delivered,None,17,,4,True
1163,2024-12-29,2024-12-29,2024-12-31,LT,Klaipeda,Siauliai,1214,Standard,Delivered,None,184,,4,True
1164,2024-07-04,2024-07-05,2024-07-06,LT,Kaunas,Siauliai,4208,Express,Delivered,None,50,,3,False
1165,2024-02-06,2024-02-08,2024-02-12,LT,Vilnius,Panevezys,3302,EMS,Delivered,None,172,,5,False
1166,2024-07-04,2024-07-05,2024-07-09,LT,Panevezys,Kaunas,2280,Registered,Delivered,None,164,,4,False
1167,2024-05-21,2024-05-23,2024-05-25,LT,Panevezys,Panevezys,677,Express,Delivered,None,39,,5,False
1168,2024-09-08,2024-09-10,2024-09-13,LT,Panevezys,Kaunas,2222,Standard,Delivered,None,217,,4,False
1169,2024-02-20,2024-02-22,2024-02-25,LT,Klaipeda,Klaipeda,334,Express,Delivered,None,257,,5,False
1170,2024-08-17,2024-08-17,2024-08-21,LT,Vilnius,Klaipeda,1771,Standard,Delivered,None,224,,2,False
1171,2024-01-27,2024-01-29,2024-01-31,LT,Kaunas,Vilnius,2444,Express,Delivered,None,306,,4,False
1172,2024-12-19,2024-12-20,2024-12-22,LT,Siauliai,Siauliai,1072,Express,Delivered,None,296,,4,True
1173,2024-01-22,2024-01-24,2024-01-28,LT,Panevezys,Klaipeda,3833,EMS,Delivered,None,111,,5,False
1174,2024-05-27,2024-05-29,2024-06-01,LT,Siauliai,Siauliai,3152,Registered,Delivered,None,157,,4,False
1175,2024-03-06,2024-03-08,2024-03-12,LT,Siauliai,Kaunas,409,Standard,Delivered,None,227,,5,False
1176,2024-10-07,2024-10-09,2024-10-11,LT,Siauliai,Klaipeda,3776,Express,Delivered,None,282,,5,False
1177,2024-08-27,2024-08-28,2024-08-29,LT,Siauliai,Vilnius,441,EMS,Delivered,None,214,,4,False
1178,2024-01-17,2024-01-17,2024-01-21,LT,Vilnius,Vilnius,4972,Express,Delivered,None,285,,3,False
1179,2024-05-01,2024-05-02,2024-05-04,LT,Kaunas,Klaipeda,482,Express,Delivered,None,186,,5,False
1180,2024-01-12,2024-01-14,2024-01-15,LT,Kaunas,Kaunas,107,Standard,Delivered,None,84,,5,False
1181,2024-10-19,2024-10-20,2024-10-24,LT,Kaunas,Siauliai,447,Registered,Delivered,None,54,,3,False
1182,2024-01-15,2024-01-16,2024-01-20,LT,Siauliai,Siauliai,684,Express,Delivered,None,292,,1,False
1183,2024-11-22,2024-11-23,2024-11-27,LT,Panevezys,Vilnius,995,Standard,Delivered,None,241,,4,True
1184,2024-10-26,2024-10-27,2024-10-31,LT,Panevezys,Siauliai,1180,Express,Delivered,None,223,,3,False
1185,2024-02-06,2024-02-08,2024-02-12,LT,Vilnius,Kaunas,4770,Standard,Delivered,None,300,,4,False
1186,2024-12-11,2024-12-12,2024-12-20,LT,Vilnius,Klaipeda,3556,Standard,Delayed,Weather,143,,3,True
1187,2024-01-22,2024-01-23,2024-01-25,LT,Vilnius,Vilnius,4529,Express,Delivered,None,330,,4,False
1188,2024-01-30,2024-01-31,2024-02-01,LT,Vilnius,Panevezys,1249,Registered,Delivered,None,92,,3,False
1189,2024-03-14,2024-03-14,2024-03-18,LT,Siauliai,Siauliai,1901,Standard,Delivered,None,273,,2,False
1190,2024-02-14,2024-02-14,2024-02-18,LT,Siauliai,Panevezys,1166,Standard,Delivered,None,99,,5,False
1191,2024-07-18,2024-07-18,2024-07-20,LT,Siauliai,Panevezys,4034,Express,Delivered,None,72,,2,False
1192,2024-03-03,2024-03-03,2024-03-04,LT,Vilnius,Kaunas,3425,EMS,Delivered,None,22,,2,False
1193,2024-08-12,2024-08-12,2024-08-13,LT,Kaunas,Klaipeda,3219,Standard,Delivered,None,84,,3,False
1194,2024-10-15,2024-10-15,,LT,Panevezys,Panevezys,4935,Registered,Returned,Weather,187,Damaged,3,False
1195,2024-08-27,2024-08-29,2024-08-30,LT,Kaunas,Kaunas,3634,EMS,Delivered,None,290,,2,False
1196,2024-03-19,2024-03-20,2024-03-22,LT,Vilnius,Panevezys,673,Registered,Delivered,None,93,,1,False
1197,2024-07-17,2024-07-17,2024-07-21,LT,Klaipeda,Panevezys,1712,Express,Delayed,High volume,146,,4,False
1198,2024-01-19,2024-01-21,2024-01-22,LT,Vilnius,Siauliai,561,EMS,Delivered,None,121,,2,False
1199,2024-11-22,2024-11-24,,LT,Panevezys,Panevezys,395,Standard,Returned,Sorting issue,89,Address incorrect,4,True
1200,2024-09-20,2024-09-22,2024-09-26,LT,Vilnius,Panevezys,3708,Express,Delivered,None,86,,4,False
1201,2024-01-12,2024-01-12,2024-01-17,LT,Kaunas,Siauliai,3268,Registered,Delayed,Sorting issue,171,,5,False
1202,2024-01-08,2024-01-09,2024-01-12,LT,Kaunas,Panevezys,114,EMS,Delivered,None,279,,2,False
1203,2024-07-09,2024-07-11,2024-07-14,LT,Panevezys,Kaunas,1759,Standard,Delivered,None,109,,2,False
1204,2024-11-29,2024-11-30,2024-12-01,LT,Vilnius,Panevezys,1285,Standard,Delivered,None,262,,2,True
1205,2024-11-30,2024-12-02,2024-12-03,LT,Klaipeda,Panevezys,4064,Express,Delivered,None,199,,5,True
1206,2024-09-05,2024-09-05,2024-09-07,LT,Kaunas,Klaipeda,2651,Standard,Delivered,None,263,,5,False
1207,2024-09-08,2024-09-10,2024-09-11,LT,Kaunas,Vilnius,1788,Express,Delivered,None,116,,5,False
1208,2024-11-18,2024-11-18,2024-11-22,LT,Siauliai,Siauliai,2514,EMS,Delivered,None,93,,4,True
1209,2024-05-01,2024-05-03,2024-05-08,LT,Siauliai,Panevezys,3517,Express,Delayed,Address error,113,,2,False
1210,2024-06-04,2024-06-06,2024-06-09,LT,Siauliai,Klaipeda,2915,Standard,Delivered,None,69,,5,False
1211,2024-10-01,2024-10-01,2024-10-02,LT,Panevezys,Panevezys,2921,Registered,Delivered,None,341,,3,False
1212,2024-08-30,2024-09-01,2024-09-02,LT,Klaipeda,Vilnius,855,Registered,Delivered,None,110,,3,False
1213,2024-04-02,2024-04-04,2024-04-09,LT,Panevezys,Panevezys,3419,EMS,Delayed,High volume,123,,3,False
1214,2024-02-22,2024-02-22,2024-02-25,LT,Klaipeda,Siauliai,1479,Registered,Delivered,None,40,,4,False
1215,2024-08-18,2024-08-18,2024-08-21,LT,Kaunas,Kaunas,141,Registered,Delivered,None,186,,2,False
1216,2024-02-28,2024-02-29,2024-03-03,LT,Klaipeda,Siauliai,2023,Express,Delivered,None,208,,4,False
1217,2024-09-01,2024-09-01,2024-09-03,LT,Panevezys,Klaipeda,2668,Express,Delivered,None,45,,4,False
1218,2024-03-07,2024-03-09,2024-03-12,LT,Vilnius,Kaunas,3290,EMS,Delivered,None,75,,1,False
1219,2024-07-10,2024-07-12,,LT,Vilnius,Klaipeda,2780,EMS,Returned,Address error,300,Recipient unavailable,3,False
1220,2024-05-03,2024-05-05,2024-05-06,LT,Panevezys,Kaunas,4215,Standard,Delivered,None,168,,2,False
1221,2024-10-20,2024-10-22,2024-10-26,LT,Panevezys,Vilnius,4728,Express,Delivered,None,349,,5,False
1222,2024-01-20,2024-01-22,2024-01-24,LT,Panevezys,Vilnius,3464,Registered,Delivered,None,259,,3,False
1223,2024-04-20,2024-04-21,2024-04-23,LT,Siauliai,Panevezys,1011,Express,Delivered,None,106,,2,False
1224,2024-01-26,2024-01-27,2024-01-28,LT,Panevezys,Vilnius,1335,Registered,Delivered,None,326,,2,False
1225,2024-04-13,2024-04-14,2024-04-16,LT,Vilnius,Vilnius,3128,Registered,Delivered,None,330,,4,False
1226,2024-07-22,2024-07-23,2024-07-24,LT,Panevezys,Kaunas,2852,Standard,Delivered,None,45,,3,False
1227,2024-11-06,2024-11-06,2024-11-07,LT,Siauliai,Vilnius,2906,Standard,Delivered,None,261,,4,True
1228,2024-10-25,2024-10-27,,LT,Panevezys,Klaipeda,3689,EMS,Returned,Weather,24,Address incorrect,5,False
1229,2024-06-12,2024-06-14,2024-06-16,LT,Kaunas,Klaipeda,4150,EMS,Delivered,None,285,,2,False
1230,2024-07-22,2024-07-24,2024-07-28,LT,Siauliai,Panevezys,949,Express,Delivered,None,142,,3,False
